STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Tamilnadu,virudhunagar,Sivakasi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,5000,6000,6000.0,6/9/2025
West Bengal,puruliya,Balarampur,Potato,Other,FAQ,1600,1800,1700.0,6/9/2025
Himachal Pradesh,mandi,Dhanotu (Mandi),Potato,Other,FAQ,1200,1600,1400.0,6/9/2025
Uttar Pradesh,hardoi,Sandila,Onion,Red,FAQ,1140,1220,1180.0,6/9/2025
Gujarat,navsari,Bilimora,Potato,Other,FAQ,1600,2000,1800.0,6/9/2025
Orissa,ganjam,Hinjilicut,Onion,Other,FAQ,1400,2400,2000.0,6/9/2025
Uttar Pradesh,meerut,Sardhana,Potato,Desi,Non-FAQ,1300,1350,1325.0,6/9/2025
Rajasthan,bharatpur,Bayana,Onion,Onion,FAQ,1200,1200,1200.0,6/9/2025
Kerala,idukki,Nedumkandam,Onion,Big,FAQ,2500,2500,2500.0,6/9/2025
Kerala,kottayam,Pampady,Onion,Big,Non-FAQ,2100,3000,2500.0,6/9/2025
Rajasthan,rajsamand,Rajsamand,Potato,Potato,FAQ,1000,1400,1200.0,6/9/2025
Uttar Pradesh,maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300.0,6/9/2025
Rajasthan,hanumangarh,Bhadara,Onion,1st Sort,FAQ,1000,1100,1038.0,6/9/2025
Punjab,muktsar,Muktsar,Onion,Nasik,Non-FAQ,1400,1600,1500.0,6/9/2025
Himachal Pradesh,kullu,Kullu,Potato,Other,FAQ,1100,1400,1300.0,6/9/2025
Uttar Pradesh,auraiya,Achalda,Potato,Badshah,FAQ,1100,1250,1190.0,6/9/2025
Uttar Pradesh,agra,Jagnair,Potato,Desi,FAQ,900,1000,950.0,6/9/2025
Uttar Pradesh,fatehpur,Jahanabad,Potato,Potato,FAQ,1000,1020,1010.0,6/9/2025
Maharashtra,nashik,Lasalgaon(Niphad),Onion,Other,Local,600,1910,1600.0,6/9/2025
Haryana,sirsa,Sirsa,Potato,Other,FAQ,900,2000,1000.0,6/9/2025
Tamilnadu,thirunelveli,Palayamkottai(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2700,2700.0,6/9/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,3000,3400,3400.0,6/9/2025
Tamilnadu,salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3600,3600.0,6/9/2025
Kerala,ernakulam,Thrippunithura,Onion,Big,FAQ,3000,3000,3000.0,6/9/2025
Madhya Pradesh,morena,Porsa,Potato,Local,FAQ,850,1000,1000.0,6/9/2025
Haryana,sirsa,kalanwali,Potato,Other,FAQ,1000,1000,1000.0,6/9/2025
Tamilnadu,theni,Devaram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2800,2800.0,6/9/2025
Uttar Pradesh,hardoi,Sandi,Potato,Badshah,FAQ,1200,1300,1240.0,6/9/2025
Tamilnadu,virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,6/9/2025
Kerala,ernakulam,Angamaly,Potato,Potato,FAQ,3800,5000,4500.0,6/9/2025
Tamilnadu,the nilgiris,Udhagamandalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4500,5000,5000.0,6/9/2025
Uttar Pradesh,baghpat,Bagpat,Onion,Onion,FAQ,900,1100,1000.0,6/9/2025
Tamilnadu,kancheepuram,Kundrathur(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2500,2500.0,6/9/2025
Uttar Pradesh,lalitpur,Lalitpur,Onion,Red,FAQ,1240,1300,1280.0,6/9/2025
Kerala,kannur,Thalasserry,Onion,1st Sort,FAQ,2200,2400,2300.0,6/9/2025
Tamilnadu,coimbatore,Mettupalayam(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2800,2800.0,6/9/2025
Gujarat,rajkot,Rajkot(Veg.Sub Yard),Potato,Desi,FAQ,900,1755,1325.0,6/9/2025
Kerala,malappuram,Parappanangadi,Potato,Other,FAQ,2300,2400,2400.0,6/9/2025
Uttar Pradesh,bahraich,Naanpara,Potato,Desi,Non-FAQ,1500,1600,1550.0,6/9/2025
Tamilnadu,vellore,Gudiyatham(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3600,3600.0,6/9/2025
Bihar,madhubani,Jahajharpur,Potato,Jyoti,FAQ,1900,2100,2000.0,6/9/2025
Madhya Pradesh,mandsaur,Mandsaur,Onion,Onion,FAQ,463,826,826.0,6/9/2025
Maharashtra,dhule,Dhule,Onion,Red,Local,610,850,800.0,6/9/2025
Uttar Pradesh,etah,Awagarh,Potato,Desi,FAQ,1000,1250,1100.0,6/9/2025
Punjab,hoshiarpur,Garh Shankar,Onion,Other,FAQ,900,1200,1000.0,6/9/2025
Tamilnadu,madurai,Palanganatham(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,6/9/2025
Gujarat,kheda,Nadiad,Potato,Other,FAQ,1400,1500,1450.0,6/9/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Potato,Potato,FAQ,700,800,750.0,6/9/2025
Uttar Pradesh,shahjahanpur,Tilhar,Potato,Desi,Non-FAQ,1040,1070,1060.0,6/9/2025
Punjab,sangrur,Ahmedgarh,Onion,Other,FAQ,1400,1500,1500.0,6/9/2025
Tamilnadu,kancheepuram,Kundrathur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2500,3000,3000.0,6/9/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Onion,Local,FAQ,500,800,700.0,6/9/2025
Madhya Pradesh,indore,Indore(F&V),Onion,Onion,Non-FAQ,188,1391,352.0,6/9/2025
Madhya Pradesh,dhar,Badnawar(F&V),Onion,Onion,Non-FAQ,150,910,300.0,6/9/2025
Haryana,kurukshetra,Ladwa,Potato,Potato,Non-FAQ,900,1200,1000.0,6/9/2025
Orissa,dhenkanal,Kamakhyanagar,Potato,Potato,Non-FAQ,1500,2000,1800.0,6/9/2025
Madhya Pradesh,hoshangabad,Hoshangabad(F&V),Potato,Potato,FAQ,850,1540,1310.0,6/9/2025
Madhya Pradesh,indore,Indore,Potato,Local,FAQ,1306,1306,1306.0,6/9/2025
Punjab,moga,Kot ise Khan,Potato,Other,FAQ,1000,1200,1100.0,6/9/2025
Madhya Pradesh,mandsaur,Mandsaur,Onion,Onion,Non-FAQ,101,1100,280.0,6/9/2025
Uttar Pradesh,kushinagar,Tamkuhi road,Potato,Potato,FAQ,1850,1900,1875.0,6/9/2025
Delhi,delhi,Azadpur,Onion,Onion,FAQ,500,1750,1125.0,6/9/2025
Orissa,khurda,Balugaon,Onion,Other,FAQ,2000,2200,2100.0,6/9/2025
Rajasthan,ajmer,Ajmer(F&V),Onion,Other,FAQ,700,1500,1100.0,6/9/2025
Tamilnadu,thanjavur,Papanasam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3600,3600.0,6/9/2025
Uttar Pradesh,ambedkarnagar,Akbarpur,Onion,Red,Non-FAQ,1000,1080,1050.0,6/9/2025
Punjab,moga,Kot ise Khan,Potato,Other,Non-FAQ,800,1000,900.0,6/9/2025
Himachal Pradesh,una,Santoshgarh,Potato,Jyoti,FAQ,1000,1200,1100.0,6/9/2025
Kerala,kottayam,Kottayam,Potato,Potato,FAQ,3600,4000,3800.0,6/9/2025
Kerala,malappuram,Parappanangadi,Onion,Other,FAQ,2250,2300,2300.0,6/9/2025
Himachal Pradesh,kangra,Dharamshala,Onion,Other,FAQ,2000,2200,2100.0,6/9/2025
Haryana,panipat,Madlauda,Potato,Other,FAQ,800,800,800.0,6/9/2025
Bihar,bhojpur,Piro,Potato,Jyoti,FAQ,1400,1430,1420.0,6/9/2025
Haryana,ambala,Barara,Potato,Other,Non-FAQ,500,800,700.0,6/9/2025
Kerala,idukki,Thodupuzha,Onion,Small,FAQ,6300,6500,6500.0,6/9/2025
Haryana,kurukshetra,Shahabad,Potato,Potato,Non-FAQ,800,800,800.0,6/9/2025
Tamilnadu,the nilgiris,Coonoor(Uzhavar Sandhai ),Onion,Bellary,Local,2600,3800,3800.0,6/9/2025
Bihar,samastipur,Tajpur,Onion,Medium,FAQ,1400,1600,1500.0,6/9/2025
Andhra Pradesh,kurnool,Kurnool,Onion,Local,Non-FAQ,605,605,605.0,6/9/2025
Tamilnadu,nagapattinam,Nagapattinam(Uzhavar Sandhai ),Onion,Bellary,Local,2000,3000,3000.0,6/9/2025
West Bengal,north 24 parganas,Barasat,Potato,Other,FAQ,1480,1480,1480.0,6/9/2025
Himachal Pradesh,kullu,Kullu(Chauri Bihal),Onion,Other,FAQ,1800,2000,1900.0,6/9/2025
Uttar Pradesh,bulandshahar,Siyana,Potato,Desi,FAQ,900,1000,950.0,6/9/2025
West Bengal,birbhum,Sainthia,Onion,Onion,FAQ,1800,2000,1900.0,6/9/2025
Gujarat,bharuch,Ankleshwar,Onion,Nasik,FAQ,1000,1500,1200.0,6/9/2025
Gujarat,kheda,Nadiyad(Chaklasi),Potato,Potato,Non-FAQ,850,1000,900.0,6/9/2025
Uttar Pradesh,bijnor,Chaandpur,Onion,Red,FAQ,1000,1200,1100.0,6/9/2025
Kerala,ernakulam,Thrippunithura,Potato,Potato,FAQ,4000,4500,4000.0,6/9/2025
Madhya Pradesh,khandwa,Khandwa(F&V),Potato,Potato,FAQ,700,1600,1000.0,6/9/2025
Tamilnadu,dharmapuri,AJattihalli(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3400,3400.0,6/9/2025
Uttar Pradesh,sambhal,Muradabad,Potato,Desi,FAQ,1120,1200,1160.0,6/9/2025
Uttar Pradesh,ballia,Chitwadagaon,Onion,Red,FAQ,1100,1180,1140.0,6/9/2025
Gujarat,kheda,Nadiyad(Chaklasi),Potato,Potato,FAQ,1100,1300,1200.0,6/9/2025
Kerala,ernakulam,Angamaly,Onion,Big,FAQ,2800,3500,3200.0,6/9/2025
Uttar Pradesh,badaun,Ujhani,Potato,Local,Non-FAQ,1000,1050,1020.0,6/9/2025
Punjab,jalandhar,Jalandhar City(Jalandhar),Potato,Other,FAQ,150,1100,500.0,6/9/2025
Haryana,kurukshetra,Thanesar,Onion,Onion,Non-FAQ,1000,2000,1500.0,6/9/2025
Uttar Pradesh,unnao,Unnao,Potato,Desi,FAQ,1200,1280,1245.0,6/9/2025
Tamilnadu,namakkal,Namakkal(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2900,3400,3400.0,6/9/2025
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,Non-FAQ,1000,1140,1090.0,6/9/2025
Tamilnadu,theni,Bodinayakanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3300,3300.0,6/9/2025
Haryana,kurukshetra,Ladwa,Onion,Onion,Non-FAQ,1000,1800,1500.0,6/9/2025
Gujarat,anand,Khambhat(Veg Yard Khambhat),Potato,Other,FAQ,1000,2000,1500.0,6/9/2025
Uttar Pradesh,ambedkarnagar,Akbarpur,Potato,Desi,FAQ,1200,1280,1225.0,6/9/2025
Tamilnadu,coimbatore,Kurichi(Uzhavar Sandhai ),Onion,Bellary,Local,2300,2600,2600.0,6/9/2025
Kerala,kottayam,Athirampuzha,Onion,Big,FAQ,2300,2500,2400.0,6/9/2025
Punjab,jalandhar,Jalandhar City(Jalandhar),Onion,Other,FAQ,500,1500,1000.0,6/9/2025
Haryana,fatehabad,Tohana(New Veg Market),Onion,Onion,FAQ,2000,2000,2000.0,6/9/2025
Madhya Pradesh,dhar,Dhamnod(F&V),Onion,Onion,FAQ,600,1200,900.0,6/9/2025
Madhya Pradesh,jhabua,Petlawad(F&V),Onion,Hybrid,FAQ,1000,1300,1125.0,6/9/2025
Orissa,rayagada,Rayagada,Potato,Other,FAQ,2000,2100,2100.0,6/9/2025
Himachal Pradesh,kangra,Kangra,Onion,Other,FAQ,1800,2000,1900.0,6/9/2025
Tamilnadu,salem,Thammampatti (Uzhavar Sandhai ),Onion,Bellary,Local,3000,3400,3400.0,6/9/2025
Tamilnadu,erode,Perundurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3400,3500,3500.0,6/9/2025
 Punjab,fazilka,Abohar,Onion,Onion,FAQ,600,1350,1000.0,6/9/2025
Uttar Pradesh,saharanpur,Gangoh,Onion,Red,FAQ,1000,1250,1180.0,6/9/2025
Madhya Pradesh,ujjain,Ujjain,Potato,Potato,FAQ,837,1800,1800.0,6/9/2025
Kerala,idukki,Nedumkandam,Onion,Small,FAQ,4500,4500,4500.0,6/9/2025
Tamilnadu,coimbatore,Sulur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,5000,5800,5800.0,6/9/2025
Uttar Pradesh,amroha,Hasanpur,Potato,Badshah,Non-FAQ,810,1000,850.0,6/9/2025
Uttar Pradesh,agra,Samsabad,Onion,Red,FAQ,1200,1400,1300.0,6/9/2025
Madhya Pradesh,khandwa,Sanawad(F&V),Onion,Onion,FAQ,1000,1000,1000.0,6/9/2025
Kerala,kottayam,Pala,Onion,Big,Non-FAQ,7100,8000,7500.0,6/9/2025
Madhya Pradesh,sagar,Sagar(F&V),Onion,Other,Non-FAQ,800,1000,900.0,6/9/2025
Haryana,ambala,Ambala Cantt.,Onion,Other,FAQ,700,1000,800.0,6/9/2025
Tamilnadu,theni,Theni(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2800,2800.0,6/9/2025
Maharashtra,sangli,Vita,Onion,Other,Local,1000,2000,1500.0,6/9/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Chips,FAQ,1500,2000,1900.0,6/9/2025
Tamilnadu,perambalur,Perambalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3600,3600.0,6/9/2025
Tamilnadu,theni,Devaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3000,3000.0,6/9/2025
Uttar Pradesh,amroha,Dhanaura,Potato,Desi,Non-FAQ,1000,1500,1200.0,6/9/2025
Uttar Pradesh,jhansi,Gurusarai,Onion,Red,FAQ,1100,1120,1115.0,6/9/2025
Kerala,kottayam,Kanjirappally,Potato,Potato,FAQ,4400,4800,4600.0,6/9/2025
Andhra Pradesh,warangal,Warangal,Potato,Potato,FAQ,2000,2500,2250.0,6/9/2025
Haryana,gurgaon,Sohna,Onion,Onion,FAQ,1200,1500,1500.0,6/9/2025
Punjab,sangrur,Dhuri,Onion,Onion,FAQ,1000,1500,1150.0,6/9/2025
Tamilnadu,krishnagiri,Hosur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3500,3500.0,6/9/2025
Tamilnadu,sivaganga,Sivagangai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,5600,5600.0,6/9/2025
Uttar Pradesh,etawah,Bharthna,Potato,Desi,FAQ,1050,1250,1150.0,6/9/2025
Punjab,amritsar,Rayya,Onion,Red,Non-FAQ,1600,1600,1600.0,6/9/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Jalander,FAQ,700,800,750.0,6/9/2025
Tamilnadu,virudhunagar,Kariyapatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,5500,6000,6000.0,6/9/2025
Nagaland,longleng,Longleng,Potato,Other,FAQ,4000,4300,4100.0,6/9/2025
Himachal Pradesh,chamba,Chamba,Onion,Other,FAQ,1600,2000,1800.0,6/9/2025
Punjab,amritsar,Rayya,Potato,Other,Non-FAQ,700,700,700.0,6/9/2025
Andhra Pradesh,hyderabad,Gudimalkapur,Onion,1st Sort,FAQ,400,1800,1100.0,6/9/2025
West Bengal,paschim bardhaman,Asansol,Onion,Nasik,FAQ,1400,1500,1450.0,6/9/2025
Uttar Pradesh,banda,Banda,Onion,Red,FAQ,1050,1200,1125.0,6/9/2025
Tamilnadu,the nilgiris,Udhagamandalam(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3200,3200.0,6/9/2025
Uttar Pradesh,ballia,Rasda,Onion,Red,FAQ,1080,1190,1125.0,6/9/2025
West Bengal,north 24 parganas,Habra,Potato,Other,FAQ,1560,1600,1600.0,6/9/2025
Tamilnadu,the nilgiris,Gudalur(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,6/9/2025
Delhi,delhi,Shahdara,Potato,Potato,FAQ,1100,1500,1300.0,6/9/2025
Tamilnadu,ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3500,3500.0,6/9/2025
Kerala,kottayam,Kottayam,Onion,Onion,FAQ,6600,9000,6800.0,6/9/2025
Orissa,dhenkanal,Hindol,Potato,Potato,Non-FAQ,1700,2000,1800.0,6/9/2025
Orissa,bargarh,Bargarh,Potato,Other,FAQ,2200,2400,2300.0,6/9/2025
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Onion,Other,FAQ,1500,1700,1600.0,6/9/2025
Uttar Pradesh,meerut,Parikshitgarh,Onion,Red,FAQ,1000,1200,1100.0,6/9/2025
Punjab,faridkot,Faridkot,Onion,Onion,FAQ,1000,1600,1000.0,6/9/2025
Madhya Pradesh,jabalpur,Jabalpur(F&V),Onion,Local,FAQ,1200,1600,1400.0,6/9/2025
Haryana,faridabad,Ballabhgarh,Onion,Other,FAQ,800,1000,1000.0,6/9/2025
Uttar Pradesh,ballia,Ballia,Onion,Red,FAQ,1120,1180,1150.0,6/9/2025
Tamilnadu,dharmapuri,Palacode(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2700,3000,3000.0,6/9/2025
Tamilnadu,dindigul,Dindigul(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4500,5000,5000.0,6/9/2025
Uttar Pradesh,maharajganj,Nautnava,Potato,Desi,FAQ,900,1000,950.0,6/9/2025
Haryana,karnal,"New Grain Market(main), Karnal",Potato,Other,FAQ,1000,1400,1200.0,6/9/2025
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Onion,Other,FAQ,1600,2000,1800.0,6/9/2025
West Bengal,bankura,Bankura Sadar,Onion,Nasik,FAQ,1500,1700,1600.0,6/9/2025
Kerala,alappuzha,Aroor,Potato,Other,FAQ,4200,4400,4300.0,6/9/2025
Haryana,gurgaon,Sohna,Potato,Potato,FAQ,1000,1400,1200.0,6/9/2025
Tamilnadu,dharmapuri,AJattihalli(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2800,2800.0,6/9/2025
Uttar Pradesh,sambhal,Sambhal,Onion,Red,FAQ,1200,1650,1400.0,6/9/2025
Orissa,bargarh,Bargarh(Barapalli),Onion,Other,FAQ,2100,2300,2200.0,6/9/2025
Jammu & Kashmir,kathua,Kathua,Potato,Other,FAQ,1000,1200,1100.0,6/9/2025
Uttar Pradesh,jhansi,Mauranipur,Onion,Red,FAQ,1085,1120,1100.0,6/9/2025
Haryana,ambala,Shahzadpur,Potato,Potato,FAQ,1000,1000,1000.0,6/9/2025
Uttar Pradesh,mathura,Mathura,Potato,Desi,FAQ,1140,1320,1240.0,6/9/2025
Madhya Pradesh,dhar,Badnawar,Onion,Local,Non-FAQ,200,200,200.0,6/9/2025
Uttar Pradesh,balrampur,Balrampur,Potato,Desi,FAQ,1150,1360,1250.0,6/9/2025
Tamilnadu,vellore,Vellore,Potato,(Red Nanital),Local,2700,3200,3200.0,6/9/2025
Himachal Pradesh,kangra,Palampur,Onion,Other,FAQ,1700,1900,1800.0,6/9/2025
Rajasthan,hanumangarh,Rawatsar,Onion,1st Sort,FAQ,800,800,800.0,6/9/2025
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,FAQ,1160,1300,1220.0,6/9/2025
Uttar Pradesh,sitapur,Sitapur,Potato,Desi,FAQ,1000,1350,1240.0,6/9/2025
Orissa,kendrapara,Kendrapara(Marshaghai),Potato,Potato,Non-FAQ,1700,1800,1800.0,6/9/2025
Haryana,panchkula,Panchkul(Kalka),Onion,Other,FAQ,3000,3500,3200.0,6/9/2025
Tamilnadu,theni,Andipatti(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,6/9/2025
Haryana,ambala,Naraingarh,Potato,Potato,FAQ,400,1100,1000.0,6/9/2025
Haryana,jind,Narwana,Onion,Other,FAQ,1200,1200,1200.0,6/9/2025
Gujarat,rajkot,Gondal,Onion,Red,FAQ,255,1105,380.0,6/9/2025
Uttar Pradesh,kaushambi,Manjhanpur,Potato,Desi,FAQ,1220,1375,1290.0,6/10/2025
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084.0,6/10/2025
Haryana,sirsa,Sirsa,Potato,Other,FAQ,600,1000,900.0,6/10/2025
Madhya Pradesh,ujjain,Ujjain,Potato,Potato,FAQ,1501,1711,1711.0,6/10/2025
Maharashtra,ahmednagar,Shrigonda,Onion,Other,Local,300,1500,1000.0,6/10/2025
Kerala,alappuzha,Kayamkulam,Potato,Other,FAQ,2500,2700,2600.0,6/10/2025
West Bengal,murshidabad,Jangipur,Potato,Jyoti,FAQ,1475,1600,1525.0,6/10/2025
Maharashtra,nashik,Kalvan,Onion,Other,Local,500,2351,1401.0,6/10/2025
Assam,lakhimpur,Lakhimpur,Onion,Red,FAQ,1150,1270,1200.0,6/10/2025
Uttar Pradesh,etah,Etah,Onion,Red,FAQ,1200,1500,1225.0,6/10/2025
Kerala,ernakulam,Perumbavoor,Onion,Onion,FAQ,2000,3000,2500.0,6/10/2025
Uttar Pradesh,sitapur,Sitapur,Potato,Desi,FAQ,1000,1350,1245.0,6/10/2025
West Bengal,alipurduar,Falakata,Potato,Jyoti,FAQ,1150,1250,1200.0,6/10/2025
Uttar Pradesh,sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300.0,6/10/2025
West Bengal,nadia,Kalyani,Potato,Jyoti,FAQ,1440,1460,1450.0,6/10/2025
Uttar Pradesh,sonbhadra,Robertsganj,Potato,Badshah,FAQ,1065,1300,1190.0,6/10/2025
Uttar Pradesh,kaushambi,Manjhanpur,Onion,Red,FAQ,1140,1320,1225.0,6/10/2025
Uttar Pradesh,badaun,Bilsi,Potato,Local,Non-FAQ,1000,1050,1020.0,6/10/2025
Uttar Pradesh,bulandshahar,Anoop Shahar,Onion,Red,FAQ,1000,1400,1200.0,6/10/2025
Maharashtra,sholapur,Solapur,Onion,Red,Local,100,2500,1100.0,6/10/2025
Madhya Pradesh,indore,Mhow(F&V),Potato,Potato,FAQ,1400,2500,1500.0,6/10/2025
West Bengal,jalpaiguri,Dhupguri,Potato,Red,FAQ,1300,1350,1350.0,6/10/2025
West Bengal,bankura,Khatra,Potato,Jyoti,FAQ,1080,1200,1160.0,6/10/2025
Punjab,amritsar,Rayya,Onion,Red,Non-FAQ,1500,1500,1500.0,6/10/2025
West Bengal,hooghly,Champadanga,Potato,Jyoti,FAQ,1340,1360,1360.0,6/10/2025
West Bengal,jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,1200,1250,1230.0,6/10/2025
Madhya Pradesh,dewas,Dewas(F&V),Potato,Other,FAQ,1200,2000,1400.0,6/10/2025
Kerala,malappuram,Manjeri,Onion,Other,FAQ,2000,2100,2050.0,6/10/2025
Uttar Pradesh,bareilly,Anwala,Onion,Red,FAQ,1000,1200,1100.0,6/10/2025
Kerala,kottayam,Kottayam,Onion,Onion,FAQ,6600,7000,6800.0,6/10/2025
Punjab,ludhiana,Ludhiana,Onion,Other,FAQ,500,1400,900.0,6/10/2025
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800.0,6/10/2025
Uttar Pradesh,chandauli,Chandoli,Potato,Badshah,FAQ,1120,1220,1170.0,6/10/2025
Rajasthan,ganganagar,Suratgarh,Potato,(Red Nanital),FAQ,700,1000,750.0,6/10/2025
Kerala,thiruvananthapuram,Balarampuram,Onion,1st Sort,FAQ,3000,3000,3000.0,6/10/2025
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Onion,Red,FAQ,1035,1235,1135.0,6/10/2025
Uttar Pradesh,ghaziabad,Ghaziabad,Onion,Red,Non-FAQ,900,1000,950.0,6/10/2025
Uttar Pradesh,balrampur,Panchpedwa,Onion,Red,FAQ,1800,2100,2000.0,6/10/2025
Uttar Pradesh,mirzapur,Mirzapur,Potato,Desi,FAQ,1145,1225,1185.0,6/10/2025
Madhya Pradesh,ratlam,Sailana(F&V),Onion,Local,FAQ,261,1450,400.0,6/10/2025
Uttar Pradesh,barabanki,Safdarganj,Potato,Desi,FAQ,1200,1300,1220.0,6/10/2025
Punjab,sangrur,Lehra Gaga,Potato,Other,FAQ,700,800,700.0,6/10/2025
Kerala,thiruvananthapuram,Chala,Potato,Other,FAQ,3600,4000,3600.0,6/10/2025
West Bengal,birbhum,Birbhum,Potato,Potato,FAQ,1150,1250,1200.0,6/10/2025
Andhra Pradesh,hyderabad,Mahboob Manison,Potato,(Red Nanital),FAQ,1600,2400,2000.0,6/10/2025
Kerala,thiruvananthapuram,Vamanapuram,Onion,Other,Non-FAQ,3000,3500,3000.0,6/10/2025
Rajasthan,ganganagar,Suratgarh,Onion,1st Sort,FAQ,650,800,700.0,6/10/2025
West Bengal,nadia,Ranaghat,Potato,Jyoti,FAQ,1430,1460,1440.0,6/10/2025
Andhra Pradesh,hyderabad,Mahboob Manison,Onion,2nd Sort,FAQ,1300,1600,1400.0,6/10/2025
West Bengal,alipurduar,Alipurduar,Potato,Jyoti,FAQ,1150,1250,1200.0,6/10/2025
Himachal Pradesh,kullu,Kullu,Onion,Other,FAQ,1500,2000,1800.0,6/10/2025
Uttar Pradesh,jhansi,Jhansi,Potato,Desi,FAQ,1200,1350,1240.0,6/10/2025
Punjab,moga,Nihal Singh Wala,Onion,Other,FAQ,1000,1500,1400.0,6/10/2025
Gujarat,kheda,Nadiyad(Piplag),Onion,Onion,Non-FAQ,1000,1150,1050.0,6/10/2025
Rajasthan,hanumangarh,Dablirathan,Onion,1st Sort,FAQ,1000,1200,1100.0,6/10/2025
Andhra Pradesh,hyderabad,Mahboob Manison,Onion,2nd Sort,Non-FAQ,400,1200,900.0,6/10/2025
Haryana,sonipat,Ganaur,Potato,Potato,FAQ,1200,1400,1200.0,6/10/2025
Punjab,amritsar,Amritsar(Amritsar Mewa Mandi),Potato,Potato,Non-FAQ,200,800,500.0,6/10/2025
Uttar Pradesh,amroha,Amroha,Potato,Kufri Megha,FAQ,1070,1220,1160.0,6/10/2025
Punjab,ludhiana,Jagraon,Potato,Other,FAQ,750,900,850.0,6/10/2025
Maharashtra,nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,700,2100,1350.0,6/10/2025
Delhi,delhi,Azadpur,Onion,Onion,FAQ,500,1750,1125.0,6/10/2025
West Bengal,hooghly,Pandua,Potato,Jyoti,FAQ,1220,1320,1280.0,6/10/2025
Uttar Pradesh,jhansi,Mauranipur,Potato,Desi,FAQ,1220,1250,1245.0,6/10/2025
Uttar Pradesh,amethi,Sultanpur,Potato,Desi,Non-FAQ,1000,1035,1015.0,6/10/2025
Haryana,palwal,Hodal,Onion,Onion,FAQ,1100,1300,1200.0,6/10/2025
Madhya Pradesh,morena,Porsa,Potato,Local,FAQ,900,1000,1000.0,6/10/2025
Rajasthan,bharatpur,Bayana,Potato,Other,FAQ,1200,1200,1200.0,6/10/2025
Maharashtra,ahmednagar,Kopargaon,Onion,Other,Local,500,1750,1500.0,6/10/2025
Uttar Pradesh,auraiya,Achalda,Potato,Badshah,FAQ,1100,1250,1200.0,6/10/2025
Punjab,ludhiana,Jagraon,Onion,Other,FAQ,1500,2000,1800.0,6/10/2025
Maharashtra,thane,Kalyan,Potato,Other,Local,1800,1900,1850.0,6/10/2025
Punjab,faridkot,Kotkapura,Potato,Potato,FAQ,850,1000,950.0,6/10/2025
